handle,n_reels_sample,followers,posts,median_views,max_views,sum_views,median_vpf,max_vpf,median_topic_index,median_adj_factor,first_post_seen,last_post_seen,topics,account_kind,production_mode,style_mode,room_mode,realism_mode,language_mode,share_ai_generated,top_reel_url,instagram_url,follower_status,views_status
atelier.chatvolant,1,275000.0,105.0,110000.0,110000.0,110000.0,0.4,0.4,0.46218487394957986,0.24188666712611445,2026-05-08T16:22:11.829000+00:00,2026-05-08T16:22:11.829000+00:00,tropical-house-architecture-styles,ai_creator,ai_generated,brutalist,living_room,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DYFY7dOM8m8/,https://www.instagram.com/atelier.chatvolant/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
rivieravoltaclub,1,25000.0,48.0,110000.0,110000.0,110000.0,4.4,4.4,1.1708355508249069,2.7169606259231496,2026-03-22T09:51:28.729000+00:00,2026-03-22T09:51:28.729000+00:00,luxury-hotel-suite,other,real_footage,minimalist,hotel_room,real_existing,en,0.0,https://www.instagram.com/reel/DWLq2oADact/,https://www.instagram.com/rivieravoltaclub/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
sherricalnanhome,1,337000.0,1743.0,109000.0,109000.0,109000.0,0.32344213649851633,0.32344213649851633,2.684729064039409,1.2504626557080907,2026-05-31T12:44:46.562000+00:00,2026-05-31T12:44:46.562000+00:00,coastal-bedroom-design-ideas,lifestyle_influencer,real_footage,other,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DZAOVJExIcw/,https://www.instagram.com/sherricalnanhome/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
diybuild_lab,1,8000.0,79.0,109000.0,109000.0,109000.0,13.625,13.625,1.1601915912719531,2.975530864314896,2026-09-07T02:11:31.505000+00:00,2026-09-07T02:11:31.505000+00:00,glass-house,ai_creator,ai_generated,futuristic,bedroom,fantasy_impossible,en,1.0,https://www.instagram.com/reel/Dc-AjssMDrT/,https://www.instagram.com/diybuild_lab/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
lakehousebomoseen,1,1000.0,456.0,109000.0,109000.0,109000.0,109.0,109.0,1.202426916712631,9.59526967340142,2026-07-03T20:13:22.697000+00:00,2026-07-03T20:13:22.697000+00:00,lake-house,other,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DaV_5rYPjqH/,https://www.instagram.com/lakehousebomoseen/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
joegpacetti,1,192000.0,5627.0,108000.0,108000.0,108000.0,0.5625,0.5625,1.7704918032786885,1.8597021028579754,2026-05-28T12:22:31.196000+00:00,2026-05-28T12:22:31.196000+00:00,aspen,lifestyle_influencer,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DY4dZghvn-8/,https://www.instagram.com/joegpacetti/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
desrosiersarchitects,1,105000.0,1212.0,107000.0,107000.0,107000.0,1.019047619047619,1.019047619047619,0.38010657193605685,0.728591628056258,2026-08-20T22:07:16.731000+00:00,2026-08-20T22:07:16.731000+00:00,luxury-house-tour;luxury-villa,designer_studio,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DcRzF6RBiju/,https://www.instagram.com/desrosiersarchitects/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
thezaisers,1,303000.0,2103.0,107000.0,107000.0,107000.0,0.35313531353135313,0.35313531353135313,0.44123711340206184,0.14421209555875805,2024-12-01T08:38:07.837000+00:00,2024-12-01T08:38:07.837000+00:00,maldives-resort,lifestyle_influencer,real_footage,tropical,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DDB4E6CIIPn/,https://www.instagram.com/thezaisers/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
hamsa.hotel,1,1000.0,12.0,107000.0,107000.0,107000.0,107.0,107.0,1.8028643639427127,4.74410499521777,2026-08-22T11:39:19.929000+00:00,2026-08-22T11:39:19.929000+00:00,boutique-hotel,other,real_footage,traditional_regional,exterior_facade,real_existing,ru,0.0,https://www.instagram.com/reel/DcV00cQIDgP/,https://www.instagram.com/hamsa.hotel/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
amandawayburgess,1,1000.0,111.0,107000.0,107000.0,107000.0,107.0,107.0,1.1882287617990006,9.34346342415794,2025-01-27T23:27:18.256000+00:00,2025-01-27T23:27:18.256000+00:00,home-office-design,lifestyle_influencer,real_footage,minimalist,office,real_existing,en,0.0,https://www.instagram.com/reel/DFWPJSLp0Wt/,https://www.instagram.com/amandawayburgess/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
mstayglobal,1,79000.0,289.0,107000.0,107000.0,107000.0,1.3544303797468353,1.3544303797468353,0.7697841726618705,1.456135748363968,2026-01-22T21:13:46.619000+00:00,2026-01-22T21:13:46.619000+00:00,luxury-suite,other,unclear,modern_luxury,hotel_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DT0-CTRCLYA/,https://www.instagram.com/mstayglobal/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
urvashirampariya,1,223000.0,1766.0,107000.0,107000.0,107000.0,0.4798206278026906,0.4798206278026906,0.44123711340206184,0.16644446527262213,2025-04-01T11:33:13.003000+00:00,2025-04-01T11:33:13.003000+00:00,maldives-resort,lifestyle_influencer,real_footage,tropical,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DH5wTJpIMvU/,https://www.instagram.com/urvashirampariya/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
sens_of_home,1,42000.0,163.0,106000.0,106000.0,106000.0,2.5238095238095237,2.5238095238095237,0.351575456053068,0.38709702828391684,2026-03-21T16:06:40.105000+00:00,2026-03-21T16:06:40.105000+00:00,cottagecore-living-room-design,theme_page,ai_generated,rustic_cozy,living_room,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DWJw_uIArJt/,https://www.instagram.com/sens_of_home/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ariellahorowitzdesigngroup,1,103000.0,2172.0,106000.0,106000.0,106000.0,1.029126213592233,1.029126213592233,0.3593220338983051,0.28281725586136525,2023-02-19T00:02:34.846000+00:00,2023-02-19T00:02:34.846000+00:00,luxury-bathroom;luxury-bathroom-interior-design-inspiration,designer_studio,real_footage,modern_luxury,bathroom,real_existing,en,0.0,https://www.instagram.com/reel/Co0rlSCpnVx/,https://www.instagram.com/ariellahorowitzdesigngroup/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
yourpropertysisters.dubaj,1,13000.0,428.0,106000.0,106000.0,106000.0,8.153846153846153,8.153846153846153,0.3765541740674956,0.49388747756399065,2026-05-19T15:37:08.149000+00:00,2026-05-19T15:37:08.149000+00:00,dubai-villa;luxury-villa,real_estate,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DYhohCuMAaL/,https://www.instagram.com/yourpropertysisters.dubaj/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
sistersinterioruae,1,33000.0,291.0,105000.0,105000.0,105000.0,3.1818181818181817,3.1818181818181817,0.8502024291497976,0.8682840495695572,2024-03-18T17:55:51.052000+00:00,2024-03-18T17:55:51.052000+00:00,biophilic-bedroom-design,designer_studio,3d_render,biophilic,bedroom,aspirational_realistic,en,0.0,https://www.instagram.com/reel/C4qi0BZoi58/,https://www.instagram.com/sistersinterioruae/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aniframe_art,1,12000.0,120.0,104000.0,104000.0,104000.0,8.666666666666666,8.666666666666666,0.03924528301886793,0.15916608110445435,2026-08-13T14:55:41.774000+00:00,2026-08-13T14:55:41.774000+00:00,ai-art,ai_creator,ai_generated,other,garden_landscape,stylized_dreamy,en,1.0,https://www.instagram.com/reel/Db_AIx6sUzt/,https://www.instagram.com/aniframe_art/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
cityhousefurnitureshop,1,55000.0,85.0,104000.0,104000.0,104000.0,1.8909090909090909,1.8909090909090909,1.3324791800128124,1.3878591825879028,2026-04-10T01:12:03.270000+00:00,2026-04-10T01:12:03.270000+00:00,luxury-furniture,brand_manufacturer,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DW7qg32j2O3/,https://www.instagram.com/cityhousefurnitureshop/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
designboom,1,4000000.0,17300.0,103000.0,103000.0,103000.0,0.02575,0.02575,0.19234360410831,0.048974424062304955,2025-07-23T21:41:51.154000+00:00,2025-07-23T21:41:51.154000+00:00,faroe-islands-luxury-villas,media_publication,real_footage,traditional_regional,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DMdzxzsup8T/,https://www.instagram.com/designboom/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
shykh_fareed1025,1,297.0,228.0,103000.0,103000.0,103000.0,346.8013468013468,346.8013468013468,0.49047619047619045,3.6409526943199504,2026-05-23T06:34:45.661000+00:00,2026-05-23T06:34:45.661000+00:00,luxury-room,other,real_footage,modern_luxury,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DYq9oEiT-Z1/,https://www.instagram.com/shykh_fareed1025/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
earthlyexplorer01,1,7000.0,284.0,102000.0,102000.0,102000.0,14.571428571428571,14.571428571428571,0.18246869409660108,0.46396775707072824,2026-07-13T01:33:36.407000+00:00,2026-07-13T01:33:36.407000+00:00,cozy-room,theme_page,ai_generated,rustic_cozy,bedroom,stylized_dreamy,en,1.0,https://www.instagram.com/reel/Datvs-fJTxv/,https://www.instagram.com/earthlyexplorer01/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
insideno8x,1,264000.0,560.0,101000.0,101000.0,101000.0,0.38257575757575757,0.38257575757575757,0.14165497896213183,0.08414983138259309,2025-01-20T10:47:18.804000+00:00,2025-01-20T10:47:18.804000+00:00,luxury-kitchen,lifestyle_influencer,real_footage,minimalist,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/DFC2m0duhxC/,https://www.instagram.com/insideno8x/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
vironhomes,1,9000.0,542.0,101000.0,101000.0,101000.0,11.222222222222221,11.222222222222221,0.9017857142857143,2.4049004001735668,2026-06-13T04:15:06.246000+00:00,2026-06-13T04:15:06.246000+00:00,a-frame-cabin,designer_studio,ai_generated,rustic_cozy,exterior_facade,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DZgyVkWgX8D/,https://www.instagram.com/vironhomes/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
naira_interior_official,1,510000.0,4803.0,100000.0,100000.0,100000.0,0.19607843137254902,0.19607843137254902,0.3389830508474576,0.706498079480782,2026-04-03T08:23:55.094000+00:00,2026-04-03T08:23:55.094000+00:00,luxury-bathroom-interior-design-inspiration,designer_studio,ai_generated,dark_luxury,bathroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DWqaXz-iIdH/,https://www.instagram.com/naira_interior_official/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
trending_pondicherry,1,240000.0,4446.0,100000.0,100000.0,100000.0,0.4166666666666667,0.4166666666666667,1.607717041800643,1.557157046425612,2025-09-25T01:00:46.818000+00:00,2025-09-25T01:00:46.818000+00:00,luxury-villa-with-pool,media_publication,real_footage,minimalist,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DPAYn7EkwE8/,https://www.instagram.com/trending_pondicherry/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
bymichellelei,1,402000.0,664.0,99600.0,99600.0,99600.0,0.24776119402985075,0.24776119402985075,0.23518299881936244,0.2204638471113254,2026-04-21T15:51:02.699000+00:00,2026-04-21T15:51:02.699000+00:00,dream-kitchen,lifestyle_influencer,real_footage,organic_modern,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/DXZj2apCQlf/,https://www.instagram.com/bymichellelei/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
builtforkeeps,1,33000.0,474.0,99100.0,99100.0,99100.0,3.003030303030303,3.003030303030303,5.400544959128065,2.2675299083974503,2024-08-01T01:17:14.391000+00:00,2024-08-01T01:17:14.391000+00:00,japandi-serenity-bedroom-design-ideas;wabi-sabi-japandi-interior-design,theme_page,ai_generated,japandi,bedroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/C-G8o-fPYgB/,https://www.instagram.com/builtforkeeps/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
dejan.tolmac,1,103000.0,1877.0,98900.0,98900.0,98900.0,0.9601941747572815,0.9601941747572815,0.45471264367816094,0.3861786868455238,2026-01-15T19:59:19.690000+00:00,2026-01-15T19:59:19.690000+00:00,penthouse-tour,real_estate,real_footage,modern_luxury,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/DTiz85Ykefk/,https://www.instagram.com/dejan.tolmac/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ahmadprops,1,12000.0,644.0,98400.0,98400.0,98400.0,8.2,8.2,0.4685714285714286,0.6166779741303873,2026-08-17T12:36:25.313000+00:00,2026-08-17T12:36:25.313000+00:00,luxury-room,real_estate,real_footage,modern_luxury,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DcJDYNEB5Jl/,https://www.instagram.com/ahmadprops/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
interiordesign.addicts,2,1000000.0,2496.0,77900.0,96700.0,155800.0,0.0779,0.0967,1.3449994077299698,0.2632816197322986,2025-03-01T12:54:09.272000+00:00,2026-02-05T14:33:08.111000+00:00,ai-house-design;ai-interior;industrial-interior,theme_page,ai_generated,industrial,living_room,aspirational_realistic,en,0.5,https://www.instagram.com/reel/DUYTUKbDZba/,https://www.instagram.com/interiordesign.addicts/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
melissavaupel.estates,1,806.0,12.0,96600.0,96600.0,96600.0,119.85111662531017,119.85111662531017,0.7740384615384616,1.7739515850497696,2026-05-17T21:20:44.362000+00:00,2026-05-17T21:20:44.362000+00:00,walk-in-closet,real_estate,real_footage,modern_luxury,closet,real_existing,en,0.0,https://www.instagram.com/reel/DYdGP64y3UN/,https://www.instagram.com/melissavaupel.estates/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
cvmlux,1,4000.0,91.0,96100.0,96100.0,96100.0,24.025,24.025,3.6060037523452158,6.538097183330718,2025-08-10T21:12:37.545000+00:00,2025-08-10T21:12:37.545000+00:00,houses-on-malibu-beach;malibu-house,theme_page,real_footage,modern_luxury,pool,real_existing,en,0.0,https://www.instagram.com/reel/DNMGvfoSDXg/,https://www.instagram.com/cvmlux/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
studionauma,1,3000.0,21.0,95700.0,95700.0,95700.0,31.9,31.9,0.3132569558101473,0.99459145958592,2026-08-05T11:57:55.702000+00:00,2026-08-05T11:57:55.702000+00:00,art-deco-interior-design;mid-century-modern,designer_studio,unclear,mid_century,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DbqFbxOocj3/,https://www.instagram.com/studionauma/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
standbywithadrie,1,414000.0,2037.0,95200.0,95200.0,95200.0,0.22995169082125605,0.22995169082125605,0.21061946902654868,0.05195147975043134,2025-06-10T19:52:28.217000+00:00,2025-06-10T19:52:28.217000+00:00,bali-luxury-villas-with-private-pools,lifestyle_influencer,real_footage,tropical,pool,real_existing,en,0.0,https://www.instagram.com/reel/DKu5FCwJy3P/,https://www.instagram.com/standbywithadrie/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
vev_jardinagem,1,42000.0,1233.0,95200.0,95200.0,95200.0,2.2666666666666666,2.2666666666666666,0.11367164179104478,0.15136662404913684,2026-03-11T12:50:21.744000+00:00,2026-03-11T12:50:21.744000+00:00,garden-design,theme_page,unclear,mediterranean,garden_landscape,aspirational_realistic,pt,0.0,https://www.instagram.com/reel/DVvqlLrjw85/,https://www.instagram.com/vev_jardinagem/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
perfect_decorss,3,83000.0,999.0,20100.0,95000.0,129400.0,0.2421686746987952,1.144578313253012,0.012756467439785906,0.043450002278603385,2024-10-21T18:36:49.436000+00:00,2025-05-16T08:19:11.715000+00:00,dream-bedroom;dream-bedrooms;dream-room,theme_page,ai_generated,glam_feminine,bedroom,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DJtR3eFSnDe/,https://www.instagram.com/perfect_decorss/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jakebuiltit,1,17000.0,139.0,94900.0,94900.0,94900.0,5.58235294117647,5.58235294117647,2.34610630407911,1.6547525250383892,2026-07-06T17:57:45.497000+00:00,2026-07-06T17:57:45.497000+00:00,modern-mediterranean-houses,contractor_trade,unclear,mediterranean,stairs_hall,aspirational_realistic,en,0.0,https://www.instagram.com/reel/Dadew_gKk6c/,https://www.instagram.com/jakebuiltit/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
adridiaries_,1,,,94800.0,94800.0,94800.0,,,0.16958855098389983,,2026-08-11T16:48:36.170000+00:00,2026-08-11T16:48:36.170000+00:00,cozy-room,,,,,,,,https://www.instagram.com/reel/Db6Dd-4xEpr/,https://www.instagram.com/adridiaries_/,UNKNOWN,"VERIFIED (public topic pages; sample, not full account history)"
switzerland.explores,1,1000000.0,14629.0,94700.0,94700.0,94700.0,0.0947,0.0947,0.129107021131561,0.14743073023429487,2025-06-19T12:18:51.389000+00:00,2025-06-19T12:18:51.389000+00:00,swiss-chalet,theme_page,real_footage,mediterranean,other,real_existing,en,0.0,https://www.instagram.com/reel/DLFQUjSNwcF/,https://www.instagram.com/switzerland.explores/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
shaehitassawur,1,41000.0,253.0,94400.0,94400.0,94400.0,2.3024390243902437,2.3024390243902437,1.3602305475504324,2.0296584796105015,2026-06-17T13:49:28.629000+00:00,2026-06-17T13:49:28.629000+00:00,hotel-design,designer_studio,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DZsHP5uSFE7/,https://www.instagram.com/shaehitassawur/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
dreamxvoyager,1,22000.0,185.0,94000.0,94000.0,94000.0,4.2727272727272725,4.2727272727272725,1.7553688141923436,4.0431300534910495,2025-06-19T22:38:01.483000+00:00,2025-06-19T22:38:01.483000+00:00,future-houses-2050,theme_page,real_footage,mediterranean,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DLGXLeZIgMX/,https://www.instagram.com/dreamxvoyager/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
semmzk,1,45000.0,128.0,92300.0,92300.0,92300.0,2.051111111111111,2.051111111111111,0.34121996303142327,0.4824536526749865,2026-03-25T07:53:38.222000+00:00,2026-03-25T07:53:38.222000+00:00,luxury-hotel,lifestyle_influencer,real_footage,art_deco,hotel_room,real_existing,en,0.0,https://www.instagram.com/reel/DWTLwJqiX4A/,https://www.instagram.com/semmzk/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
indoriorrenovation,1,212000.0,673.0,92300.0,92300.0,92300.0,0.435377358490566,0.435377358490566,0.3128813559322034,0.983135790628073,2025-03-18T19:58:46.971000+00:00,2025-03-18T19:58:46.971000+00:00,luxury-bathroom-interior-design-inspiration,contractor_trade,real_footage,modern_luxury,bathroom,real_existing,en,0.0,https://www.instagram.com/reel/DHWnBxxTl3P/,https://www.instagram.com/indoriorrenovation/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
eunique_furnitureng,1,41000.0,208.0,91700.0,91700.0,91700.0,2.2365853658536587,2.2365853658536587,0.7347756410256411,0.2680642591242139,2026-01-27T14:54:45.554000+00:00,2026-01-27T14:54:45.554000+00:00,walk-in-closet,brand_manufacturer,real_footage,modern_luxury,closet,real_existing,en,0.0,https://www.instagram.com/reel/DUBKoqsjGip/,https://www.instagram.com/eunique_furnitureng/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
millionairemotives2025,1,8000.0,430.0,91200.0,91200.0,91200.0,11.4,11.4,0.19591836734693877,1.096157106414117,2025-11-05T18:00:34.609000+00:00,2025-11-05T18:00:34.609000+00:00,luxury-lifestyle,theme_page,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DQrx7AsE3cC/,https://www.instagram.com/millionairemotives2025/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
habitat.tokyo27,1,8000.0,30.0,91100.0,91100.0,91100.0,11.3875,11.3875,0.9015338941118258,1.194604317952119,2026-02-15T13:26:17.506000+00:00,2026-02-15T13:26:17.506000+00:00,tokyo-apartment,real_estate,real_footage,other,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DUx7nVkkerQ/,https://www.instagram.com/habitat.tokyo27/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
earcandy.ca,1,21000.0,314.0,90600.0,90600.0,90600.0,4.314285714285714,4.314285714285714,0.5909980430528375,0.5271555621372326,2026-08-29T20:00:52.565000+00:00,2026-08-29T20:00:52.565000+00:00,beach-house,media_publication,real_footage,other,none_person_only,real_existing,en,0.0,https://www.instagram.com/reel/Dcovx--PMfI/,https://www.instagram.com/earcandy.ca/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
balcony_decorators,1,95000.0,4189.0,90300.0,90300.0,90300.0,0.9505263157894737,0.9505263157894737,4.330935251798561,1.9824815605874255,2025-07-15T13:12:10.726000+00:00,2025-07-15T13:12:10.726000+00:00,rooftop-terrace,theme_page,3d_render,other,terrace_outdoor,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DMITF2GoBfh/,https://www.instagram.com/balcony_decorators/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
toolandtea,1,43000.0,80.0,90100.0,90100.0,90100.0,2.0953488372093023,2.0953488372093023,0.2874003189792663,0.2896596749849893,2026-07-14T02:07:18.536000+00:00,2026-07-14T02:07:18.536000+00:00,japandi,lifestyle_influencer,real_footage,minimalist,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DawYWsXgFN7/,https://www.instagram.com/toolandtea/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aleksandrazee,1,111000.0,7251.0,89800.0,89800.0,89800.0,0.809009009009009,0.809009009009009,1.2638986629134412,0.9053472312976747,2023-11-16T16:57:05.103000+00:00,2023-11-16T16:57:05.103000+00:00,desert-house-interior-design-ideas,lifestyle_influencer,real_footage,organic_modern,living_room,real_existing,en,0.0,https://www.instagram.com/reel/CztuT-7RV_Y/,https://www.instagram.com/aleksandrazee/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
heartwantstravel,1,261000.0,342.0,89400.0,89400.0,89400.0,0.3425287356321839,0.3425287356321839,0.368659793814433,0.12920013312248713,2025-12-04T14:47:32.399000+00:00,2025-12-04T14:47:32.399000+00:00,maldives-resort,lifestyle_influencer,real_footage,tropical,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DR2G4irCFzr/,https://www.instagram.com/heartwantstravel/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
hellohayleyblog,1,11000.0,1224.0,89300.0,89300.0,89300.0,8.118181818181819,8.118181818181819,0.24566712517193948,0.5448913487994019,2026-08-27T17:01:02.931000+00:00,2026-08-27T17:01:02.931000+00:00,house-in-forest,lifestyle_influencer,unclear,rustic_cozy,exterior_facade,stylized_dreamy,en,0.0,https://www.instagram.com/reel/DcjRnI9DUOD/,https://www.instagram.com/hellohayleyblog/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
theunrealatlas,1,887.0,60.0,88800.0,88800.0,88800.0,100.11273957158963,100.11273957158963,0.23648468708388815,1.9215975087095802,2026-08-12T14:30:18.974000+00:00,2026-08-12T14:30:18.974000+00:00,ai-architecture,ai_creator,ai_generated,futuristic,exterior_facade,stylized_dreamy,en,1.0,https://www.instagram.com/reel/Db8YcBChCBD/,https://www.instagram.com/theunrealatlas/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
_dreamworldai_,1,3000.0,57.0,87600.0,87600.0,87600.0,29.2,29.2,2.323607427055703,6.212509280889513,2026-09-06T01:38:39.269000+00:00,2026-09-06T01:38:39.269000+00:00,ai-house,ai_creator,ai_generated,other,living_room,fantasy_impossible,en,1.0,https://www.instagram.com/reel/Dc7YAEmAxQz/,https://www.instagram.com/_dreamworldai_/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
camxpetra,1,296000.0,2182.0,87400.0,87400.0,87400.0,0.29527027027027025,0.29527027027027025,1.0080738177623991,0.2580517041393401,2024-12-21T04:50:39.805000+00:00,2024-12-21T04:50:39.805000+00:00,home-theater,lifestyle_influencer,real_footage,other,home_theater,real_existing,en,0.0,https://www.instagram.com/reel/DD098YyRf4K/,https://www.instagram.com/camxpetra/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
archprojectt,1,31000.0,390.0,87400.0,87400.0,87400.0,2.8193548387096774,2.8193548387096774,0.2748427672955975,0.36888685582039116,2026-06-23T15:57:12.864000+00:00,2026-06-23T15:57:12.864000+00:00,modern-house,designer_studio,3d_render,modern_luxury,exterior_facade,aspirational_realistic,other,0.0,https://www.instagram.com/reel/DZ7youjsTns/,https://www.instagram.com/archprojectt/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
