handle,n_reels_sample,followers,posts,median_views,max_views,sum_views,median_vpf,max_vpf,median_topic_index,median_adj_factor,first_post_seen,last_post_seen,topics,account_kind,production_mode,style_mode,room_mode,realism_mode,language_mode,share_ai_generated,top_reel_url,instagram_url,follower_status,views_status
soyarqadrianadelacruz,1,10000.0,211.0,2000000.0,2000000.0,2000000.0,200.0,200.0,14.492753623188406,22.60573674214526,2026-02-16T17:00:54.825000+00:00,2026-02-16T17:00:54.825000+00:00,minimalist-art-deco-interior-design,designer_studio,ai_generated,other,living_room,aspirational_realistic,es,1.0,https://www.instagram.com/reel/DU04-JoCXsb/,https://www.instagram.com/soyarqadrianadelacruz/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
alex_jechev,1,186000.0,303.0,1900000.0,1900000.0,1900000.0,10.21505376344086,10.21505376344086,1.2666666666666666,1.0666227418201795,2026-04-08T15:02:34.996000+00:00,2026-04-08T15:02:34.996000+00:00,luxury-penthouse,lifestyle_influencer,real_footage,modern_luxury,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/DW3_-GNk_Zj/,https://www.instagram.com/alex_jechev/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
hakatayaken,3,110000.0,287.0,649000.0,1900000.0,2629700.0,5.9,17.272727272727273,6.422563087580405,2.4978916749657243,2025-08-11T11:10:52.930000+00:00,2026-05-07T14:47:51.770000+00:00,tokyo-apartment,lifestyle_influencer,real_footage,minimalist,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DNNmrEUzzOx/,https://www.instagram.com/hakatayaken/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
leoniehanne,1,5000000.0,5436.0,1900000.0,1900000.0,1900000.0,0.38,0.38,3.368794326241135,0.48292575193290693,2026-07-10T10:35:44.963000+00:00,2026-07-10T10:35:44.963000+00:00,quiet-luxury,lifestyle_influencer,real_footage,glam_feminine,none_person_only,real_existing,en,0.0,https://www.instagram.com/reel/Dam_XH1MWvk/,https://www.instagram.com/leoniehanne/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
imhometokyo,1,36000.0,92.0,1900000.0,1900000.0,1900000.0,52.77777777777778,52.77777777777778,18.80257298367145,12.32980028801632,2026-05-04T12:26:48.990000+00:00,2026-05-04T12:26:48.990000+00:00,tokyo-apartment,lifestyle_influencer,real_footage,minimalist,dining,real_existing,en,0.0,https://www.instagram.com/reel/DX6qz-iu0gH/,https://www.instagram.com/imhometokyo/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
loft208,1,550000.0,953.0,1900000.0,1900000.0,1900000.0,3.4545454545454546,3.4545454545454546,68.2226211849192,5.6906726091065964,2023-10-10T06:43:37.416000+00:00,2023-10-10T06:43:37.416000+00:00,wabi-sabi-interior,lifestyle_influencer,real_footage,japandi,bathroom,real_existing,en,0.0,https://www.instagram.com/reel/CyNWse3qDtM/,https://www.instagram.com/loft208/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
eleinterior,1,191000.0,1178.0,1900000.0,1900000.0,1900000.0,9.947643979057592,9.947643979057592,4.634146341463414,4.183493517831412,2025-07-09T09:41:21.029000+00:00,2025-07-09T09:41:21.029000+00:00,dubai-luxury-interior-design-trends,designer_studio,3d_render,modern_luxury,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DL4eMcWSd2S/,https://www.instagram.com/eleinterior/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
axel_stone0,1,560000.0,57.0,1900000.0,1900000.0,1900000.0,3.392857142857143,3.392857142857143,3.69290573372206,2.297509373389979,2026-07-03T14:40:59.616000+00:00,2026-07-03T14:40:59.616000+00:00,inside-underground-bunker-house,contractor_trade,real_footage,industrial,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DaVZ3ODuRTb/,https://www.instagram.com/axel_stone0/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
bic_trading,2,14000.0,552.0,973950.0,1900000.0,1947900.0,69.56785714285715,135.71428571428572,1.4324160704457898,4.951181480385109,2025-12-23T17:50:44.842000+00:00,2026-01-04T17:06:53.663000+00:00,future-house;luxury-house;luxury-mansion,theme_page,real_footage,classical_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DSnW9BIksbc/,https://www.instagram.com/bic_trading/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
richbynature09,3,39000.0,176.0,370000.0,1900000.0,2285500.0,9.487179487179487,48.717948717948715,1.1653543307086613,1.8582970945952955,2025-12-07T15:13:41.720000+00:00,2026-01-26T15:40:44.665000+00:00,luxury-life;luxury-lifestyle,theme_page,unclear,other,other,aspirational_realistic,en,0.0,https://www.instagram.com/reel/DR94Qu_ktrH/,https://www.instagram.com/richbynature09/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
howthingsarebuilld,1,8000000.0,10318.0,1900000.0,1900000.0,1900000.0,0.2375,0.2375,10.734463276836157,0.5810284108714215,2025-06-30T12:13:30.641000+00:00,2025-06-30T12:13:30.641000+00:00,ai-architecture;ai-generated-architecture-designs;ai-generated-house;ai-home-design,theme_page,ai_generated,modern_luxury,exterior_facade,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DLhkdBcI08K/,https://www.instagram.com/howthingsarebuilld/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aitransformation.lab,1,244000.0,121.0,1900000.0,1900000.0,1900000.0,7.786885245901639,7.786885245901639,3.69290573372206,3.3884436957116555,2026-02-21T19:00:31.924000+00:00,2026-02-21T19:00:31.924000+00:00,inside-underground-bunker-house,ai_creator,ai_generated,other,garden_landscape,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DVB-ootiG4h/,https://www.instagram.com/aitransformation.lab/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jusathome,2,184000.0,939.0,1313000.0,1900000.0,2626000.0,7.135869565217391,10.326086956521738,2.252150199286763,2.2502281064308196,2025-04-02T18:22:21.998000+00:00,2026-04-04T14:11:30.536000+00:00,dream-kitchen;kitchen-inspiration,lifestyle_influencer,real_footage,traditional_regional,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/DH9D6uqqjnD/,https://www.instagram.com/jusathome/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
charlottelaverickx,1,45000.0,980.0,1900000.0,1900000.0,1900000.0,42.22222222222222,42.22222222222222,1.4615384615384615,1.8764189773273028,2026-07-04T22:05:12.152000+00:00,2026-07-04T22:05:12.152000+00:00,mykonos,lifestyle_influencer,real_footage,mediterranean,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/DaYxfk_uV5D/,https://www.instagram.com/charlottelaverickx/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
swissedmund,1,1000000.0,962.0,1900000.0,1900000.0,1900000.0,1.9,1.9,2.590320381731425,2.957955516844355,2025-10-18T10:55:20.247000+00:00,2025-10-18T10:55:20.247000+00:00,swiss-chalet,lifestyle_influencer,real_footage,traditional_regional,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DP8q8tvDBct/,https://www.instagram.com/swissedmund/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
alexpreview,1,462000.0,625.0,1800000.0,1800000.0,1800000.0,3.896103896103896,3.896103896103896,1.7061611374407584,1.7117313618176069,2021-03-16T18:49:21.404000+00:00,2021-03-16T18:49:21.404000+00:00,luxury-resort,lifestyle_influencer,,,,,en,,https://www.instagram.com/reel/CMfYHKRqyWf/,https://www.instagram.com/alexpreview/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
infinity_gardens_grup,1,4000.0,88.0,1800000.0,1800000.0,1800000.0,450.0,450.0,5.084745762711864,16.20031547205413,2026-07-04T20:38:39.369000+00:00,2026-07-04T20:38:39.369000+00:00,landscape-design;luxury-garden,designer_studio,unclear,organic_modern,garden_landscape,aspirational_realistic,ru,0.0,https://www.instagram.com/reel/DaYnlsYI0Dg/,https://www.instagram.com/infinity_gardens_grup/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ti.fu,1,272000.0,510.0,1800000.0,1800000.0,1800000.0,6.617647058823529,6.617647058823529,6.174957118353345,5.6003102163665135,2024-01-03T09:13:29.571000+00:00,2024-01-03T09:13:29.571000+00:00,parametric-architecture,ai_creator,ai_generated,futuristic,exterior_facade,stylized_dreamy,en,1.0,https://www.instagram.com/reel/C1ofaiFM95o/,https://www.instagram.com/ti.fu/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
dreamintrodesigns,1,143000.0,760.0,1800000.0,1800000.0,1800000.0,12.587412587412587,12.587412587412587,17.526777020447906,10.052468809039222,2025-02-08T09:39:36.590000+00:00,2025-02-08T09:39:36.590000+00:00,kids-room-design,designer_studio,real_footage,glam_feminine,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/DFzp9kasyef/,https://www.instagram.com/dreamintrodesigns/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
archia.design,2,152000.0,382.0,1059000.0,1800000.0,2118000.0,6.967105263157896,11.842105263157896,3.330188679245283,2.124925940949234,2024-06-20T11:37:02.909000+00:00,2025-08-28T14:14:06.077000+00:00,modern-house,designer_studio,ai_generated,modern_luxury,exterior_facade,aspirational_realistic,en,1.0,https://www.instagram.com/reel/C8b6L1yAzPS/,https://www.instagram.com/archia.design/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
madame_galu,1,130000.0,201.0,1800000.0,1800000.0,1800000.0,13.846153846153847,13.846153846153847,0.8780487804878049,1.0821175228893556,2026-07-19T16:14:12.057000+00:00,2026-07-19T16:14:12.057000+00:00,monaco,lifestyle_influencer,real_footage,other,none_person_only,real_existing,en,0.0,https://www.instagram.com/reel/Da-xP5AMnnh/,https://www.instagram.com/madame_galu/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jaden.versluis,1,359000.0,437.0,1800000.0,1800000.0,1800000.0,5.013927576601671,5.013927576601671,2.926829268292683,2.9794420277468943,2024-04-24T21:56:53.108000+00:00,2024-04-24T21:56:53.108000+00:00,unique-airbnb,lifestyle_influencer,real_footage,scandinavian,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/C6KPzyNh0uW/,https://www.instagram.com/jaden.versluis/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
_crystalvisual,2,10000.0,127.0,945850.0,1800000.0,1891700.0,94.585,180.0,0.8437555753791258,3.4644984381814523,2025-12-22T14:36:41.604000+00:00,2026-01-19T14:36:39.786000+00:00,dream-bedrooms,ai_creator,ai_generated,brutalist,bedroom,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DSkb82VjPBD/,https://www.instagram.com/_crystalvisual/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
theraj_interior,2,148000.0,1300.0,928350.0,1800000.0,1856700.0,6.272635135135134,12.162162162162161,3.1323129748684977,2.2539720859639973,2026-01-19T05:00:08.972000+00:00,2026-03-19T07:56:59.441000+00:00,luxury-bathroom;luxury-bathroom-design;luxury-bathroom-interior-design-inspiration;luxury-bedroom;luxury-bedroom-design,designer_studio,ai_generated,dark_luxury,bathroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DTrgOnZk3v-/,https://www.instagram.com/theraj_interior/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
chloereneewebb,1,98000.0,1021.0,1800000.0,1800000.0,1800000.0,18.367346938775512,18.367346938775512,2.2641509433962264,4.366778350749202,2023-07-30T20:32:53.331000+00:00,2023-07-30T20:32:53.331000+00:00,amazon-home-finds,lifestyle_influencer,real_footage,rustic_cozy,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/CvVcXM9A2rS/,https://www.instagram.com/chloereneewebb/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
verandaestatehomes,1,371000.0,3732.0,1800000.0,1800000.0,1800000.0,4.8517520215633425,4.8517520215633425,15.384615384615385,4.136668031500459,2025-12-27T18:00:48.142000+00:00,2025-12-27T18:00:48.142000+00:00,dream-kitchen;dream-kitchens;organic-modern-kitchen-designs,theme_page,real_footage,organic_modern,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/DSxrSKakvV9/,https://www.instagram.com/verandaestatehomes/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
nikimariephoto,1,110000.0,3569.0,1700000.0,1700000.0,1700000.0,15.454545454545455,15.454545454545455,2.6729559748427674,2.4545619935488334,2025-09-01T14:44:07.967000+00:00,2025-09-01T14:44:07.967000+00:00,home-library,lifestyle_influencer,real_footage,classical_luxury,other,real_existing,en,0.0,https://www.instagram.com/reel/DOEDxVjDSEX/,https://www.instagram.com/nikimariephoto/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
kf.3dsolutions,1,151000.0,847.0,1700000.0,1700000.0,1700000.0,11.258278145695364,11.258278145695364,41.16222760290557,28.586372867851363,2024-02-24T11:01:07.160000+00:00,2024-02-24T11:01:07.160000+00:00,wabi-sabi-japandi-interior-design,designer_studio,3d_render,japandi,living_room,aspirational_realistic,en,0.0,https://www.instagram.com/reel/C3ulET_tzH_/,https://www.instagram.com/kf.3dsolutions/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
husnain_g13_properties,1,4000.0,210.0,1700000.0,1700000.0,1700000.0,425.0,425.0,2.8404344193817876,10.05008446173807,2026-08-22T16:05:22.464000+00:00,2026-08-22T16:05:22.464000+00:00,luxury-kitchen;modern-kitchen,real_estate,real_footage,modern_luxury,kitchen,real_existing,en,0.0,https://www.instagram.com/reel/DcWTQ_jiSCi/,https://www.instagram.com/husnain_g13_properties/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
tucasad3co,2,273000.0,223.0,1550000.0,1700000.0,3100000.0,5.689102564102564,6.25,39.07660862012714,6.826623928076644,2026-03-10T17:39:51.540000+00:00,2026-03-31T18:40:01.133000+00:00,japandi-serenity-bedroom-design-ideas;living-room-design,theme_page,ai_generated,minimalist,bedroom,aspirational_realistic,es,1.0,https://www.instagram.com/reel/DVtm6pNkiO_/,https://www.instagram.com/tucasad3co/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
primurse_log,1,43000.0,346.0,1700000.0,1700000.0,1700000.0,39.53488372093023,39.53488372093023,10.33434650455927,15.651768759027561,2026-03-04T14:37:09.380000+00:00,2026-03-04T14:37:09.380000+00:00,futuristic-architecture,ai_creator,ai_generated,futuristic,exterior_facade,fantasy_impossible,en,1.0,https://www.instagram.com/reel/DVd1PPVj6Z4/,https://www.instagram.com/primurse_log/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
furnicher_mahal__,1,9000.0,124.0,1700000.0,1700000.0,1700000.0,188.88888888888889,188.88888888888889,2.336769759450172,11.713621965591823,2026-07-03T15:26:01.074000+00:00,2026-07-03T15:26:01.074000+00:00,furniture-design,brand_manufacturer,ai_generated,modern_luxury,living_room,aspirational_realistic,hi,1.0,https://www.instagram.com/reel/DaVfA_Mpg3j/,https://www.instagram.com/furnicher_mahal__/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
roomify.design,7,62000.0,152.0,337000.0,1700000.0,3650400.0,5.435483870967742,27.419354838709676,1.3547868061142398,1.8492135901847802,2026-02-20T23:44:14.399000+00:00,2026-04-16T20:57:04.143000+00:00,bedroom-design;dream-kitchen;green-minimalist-interior-design;interior-styling;luxury-dining-room;luxury-kitchen-design;virtual-staging,ai_creator,ai_generated,organic_modern,bedroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DVrk07ojSsm/,https://www.instagram.com/roomify.design/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
rucalico_traful,1,2000000.0,1684.0,1700000.0,1700000.0,1700000.0,0.85,0.85,2.257636122177955,0.751987635438895,2026-09-12T22:15:48.152000+00:00,2026-09-12T22:15:48.152000+00:00,cabins,other,real_footage,organic_modern,exterior_facade,real_existing,es,0.0,https://www.instagram.com/reel/DdNCWdvv2XE/,https://www.instagram.com/rucalico_traful/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
designxdani,1,50000.0,754.0,1700000.0,1700000.0,1700000.0,34.0,34.0,9.315068493150685,17.04622977622846,2026-03-17T02:50:35.149000+00:00,2026-03-17T02:50:35.149000+00:00,future-home,lifestyle_influencer,real_footage,rustic_cozy,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/DV-CtiaDrrN/,https://www.instagram.com/designxdani/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
buildup_work,1,661000.0,140.0,1700000.0,1700000.0,1700000.0,2.571860816944024,2.571860816944024,1.2142857142857142,0.3885202558224119,2026-04-30T18:50:31.230000+00:00,2026-04-30T18:50:31.230000+00:00,home-decor-ideas,ai_creator,ai_generated,other,garden_landscape,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DXxDizylQdZ/,https://www.instagram.com/buildup_work/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
